GAL,uniprot,gene,Megakaryocyte,Dendritic cell,NK cell,Monocyte,NK T cell,T cell CD4,T cell CD8,B cell
 ,Q4G0N8,SLC9C1,0,0,0,0,0,0,0,0
CD200,P41217,CD200,0,0,0,0,0,0,0,0
 ,Q7Z6A9,BTLA,0,0,0,0,0,0,0,0
ATG3,Q9NT62,ATG3,0,99999,0,0,0,0,0,0
SLC35A5,Q9BS91,SLC35A5,0,0,0,0,0,0,0,0
CCDC80,Q76M96,CCDC80,0,0,0,0,0,0,0,0
 ,Q6Q8B3,CD200R1L,0,0,0,0,0,0,0,0
CD200R1,Q8TD46,CD200R1,0,0,0,0,0,0,0,0
 ,,RP11.484K9.4,0,0,0,0,0,0,0,0
GTPBP8,Q8N3Z3,GTPBP8,0,0,0,0,0,0,0,0
 ,,C3orf17,0,0,0,0,0,0,0,0
 ,,RP11.572M11.4,0,0,0,0,0,0,0,0
 ,,RP11.572M11.1,0,0,0,0,0,0,0,0
BOC,Q9BWV1,BOC,0,0,0,0,0,0,0,0
 ,Q96MT7,CFAP44,0,0,0,0,0,0,0,0
 ,Q8N0Z3,SPICE1,0,0,0,0,0,0,0,0
 ,Q9NXL6,SIDT1,0,0,0,0,0,0,0,0
 ,,SIDT1.AS1,0,0,0,0,0,0,0,0
 ,Q68DE3,USF3,0,0,0,0,0,0,0,0
NAA50,Q9GZZ1,NAA50,0,0,0,0,0,0,0,0
 ,,RP11.271C24.2,0,0,0,0,0,0,0,0
 ,P38606,ATP6V1A,0,0,0,0,0,0,0,0
GRAMD1C,Q8IYS0,GRAMD1C,0,0,0,0,0,0,0,0
ZDHHC23,Q8IYP9,ZDHHC23,0,0,0,0,0,0,0,0
CCDC191,Q8NCU4,CCDC191,0,0,0,0,0,0,0,0
 ,,QTRTD1,0,0,0,0,0,0,0,0
 ,P35462,DRD3,0,0,0,0,0,0,0,0
 ,,RP11.553L6.2,0,0,0,0,0,0,0,0
ZNF80,P51504,ZNF80,0,0,0,0,0,0,0,0
TIGIT,Q495A1,TIGIT,0,0,0,0,0,0,0,0
 ,,RP11.553L6.5,0,0,0,0,0,0,0,0
ZBTB20,Q9HC78,ZBTB20,0,0,0,0,0,0,0,0
 ,,ZBTB20.AS1,0,0,0,0,0,0,0,0
 ,,RP11.197K3.1,0,0,0,0,0,0,0,0
 ,,ZBTB20.AS3,0,0,0,0,0,0,0,0
 ,,ZBTB20.AS4,0,0,0,0,0,0,0,0
 ,,RP11.190P13.2,0,0,0,0,0,0,0,0
 ,,RP11.384F7.1,0,0,0,0,0,0,0,0
IGSF11,Q5DX21,IGSF11,0,0,0,0,0,0,0,0
 ,O75841,UPK1B,0,0,0,0,0,0,0,0
B4GALT4,O60513,B4GALT4,0,0,0,0,0,0,0,0
ARHGAP31,Q2M1Z3,ARHGAP31,0,0,0,0,0,0,0,0
 ,,ARHGAP31.AS1,0,0,0,0,0,0,0,0
TMEM39A,Q9NV64,TMEM39A,0,0,0,0,0,0,0,0
POGLUT1,Q8NBL1,POGLUT1,0,0,0,0,0,0,0,0
 ,,RP11.190C22.8,0,0,0,0,0,0,0,0
TIMMDC1,Q9NPL8,TIMMDC1,0,0,0,0,0,0,0,0
CD80,P33681,CD80,0,0,0,0,0,0,0,0
 ,,RP11.190C22.9,0,0,0,0,0,0,0,0
ADPRH,P54922,ADPRH,0,0,0,0,0,0,0,0
PLA1A,Q53H76,PLA1A,0,0,0,0,0,0,0,0
POPDC2,Q9HBU9,POPDC2,0,0,0,0,0,0,0,0
 ,Q14061,COX17,0,99999,0,0,0,0,0,0
MAATS1,,MAATS1,0,0,0,0,0,0,0,0
NR1I2,O75469,NR1I2,0,0,0,0,0,0,0,0
GSK3B,P49841,GSK3B,0,0,0,0,0,0,0,0
 ,,RP11.18H7.1,0,0,0,0,0,0,0,0
LRRC58,Q96CX6,LRRC58,0,0,0,0,0,0,0,0
FSTL1,Q12841,FSTL1,0,0,0,0,0,0,0,0
NDUFB4,O95168,NDUFB4,0,99999,0,0,0,0,0,0
HGD,Q93099,HGD,0,0,0,0,0,0,0,0
RABL3,Q5HYI8,RABL3,0,0,0,0,0,0,0,0
GTF2E1,P29083,GTF2E1,0,0,0,0,0,0,0,0
 ,O75417,POLQ,0,0,0,0,0,0,0,0
FBXO40,Q9UH90,FBXO40,0,0,0,0,0,0,0,0
HCLS1,P14317,HCLS1,99999,99999,99999,99999,99999,99999,99999,99999
 ,Q14789,GOLGB1,0,0,0,0,0,0,0,0
IQCB1,Q15051,IQCB1,0,0,0,0,0,0,0,0
EAF2,Q96CJ1,EAF2,0,0,0,0,0,0,0,0
SLC15A2,Q16348,SLC15A2,0,0,0,0,0,0,0,0
ILDR1,Q86SU0,ILDR1,0,0,0,0,0,0,0,0
CD86,P42081,CD86,0,99999,0,0,0,0,0,0
CASR,P41180,CASR,0,0,0,0,0,0,0,0
CSTA,P01040,CSTA,0,99999,0,99999,0,0,0,0
CCDC58,,CCDC58,0,0,0,0,0,0,0,0
FAM162A,Q96A26,FAM162A,0,99999,0,0,0,0,0,0
WDR5B,Q86VZ2,WDR5B,0,0,0,0,0,0,0,0
 ,,RP11.299J3.8,0,0,0,0,0,0,0,0
KPNA1,P52294,KPNA1,0,0,0,0,0,0,0,0
 ,Q8IXQ6,PARP9,0,0,0,0,0,0,0,0
 ,Q8TDB6,DTX3L,0,0,0,0,0,0,0,0
PARP15,Q460N3,PARP15,0,0,0,0,0,0,0,0
 ,Q460N5,PARP14,0,0,0,0,0,0,0,0
HSPBAP1,Q96EW2,HSPBAP1,0,0,0,0,0,0,0,0
DIRC2,,DIRC2,0,0,0,0,0,0,0,0
 ,,RP11.67L2.2,0,0,0,0,0,0,0,0
 ,Q9P283,SEMA5B,0,0,0,0,0,0,0,0
PDIA5,Q14554,PDIA5,0,0,0,0,0,0,0,0
 ,Q96IW7,SEC22A,0,0,0,0,0,0,0,0
HACD2,Q6Y1H2,HACD2,0,0,0,0,0,0,0,0
 ,,MYLK.AS1,0,0,0,0,0,0,0,0
MYLK,Q15746,MYLK,0,0,0,0,0,0,0,0
CCDC14,Q49A88,CCDC14,0,0,0,0,0,0,0,0
ROPN1,Q9HAT0,ROPN1,0,0,0,0,0,0,0,0
KALRN,O60229,KALRN,0,0,0,0,0,0,0,0
 ,P11172,UMPS,0,0,0,0,0,0,0,0
 ,P18084,ITGB5,0,0,0,0,0,0,0,0
 ,Q9ULI3,HEG1,0,0,0,0,0,0,0,0
SLC12A8,A0AV02,SLC12A8,0,0,0,0,0,0,0,0
 ,Q9UQR1,ZNF148,0,0,0,0,0,0,0,0
 ,O95219,SNX4,0,0,0,0,0,0,0,0
OSBPL11,Q9BXB4,OSBPL11,0,0,0,0,0,0,0,0
 ,,RP11.666A20.4,0,0,0,0,0,0,0,0
ALG1L,,ALG1L,0,0,0,0,0,0,0,0
ROPN1B,Q9BZX4,ROPN1B,0,0,0,0,0,0,0,0
SLC41A3,Q96GZ6,SLC41A3,0,0,0,0,0,0,0,0
 ,,RP11.124N2.1,0,0,0,0,0,0,0,0
KLF15,Q9UIH9,KLF15,0,0,0,0,0,0,0,0
 ,Q494V2,CFAP100,0,0,0,0,0,0,0,0
 ,Q2QGD7,ZXDC,0,0,0,0,0,0,0,0
CHST13,Q8NET6,CHST13,0,0,0,0,0,0,0,0
 ,Q86VQ6,TXNRD3,0,0,0,0,0,0,0,0
CHCHD6,Q9BRQ6,CHCHD6,0,0,0,0,0,0,0,0
 ,Q9UIW2,PLXNA1,0,0,0,0,0,0,0,0
 ,,LINC01471,0,0,0,0,0,0,0,0
 ,,RP11.153F10.2,0,0,0,0,0,0,0,0
TPRA1,Q86W33,TPRA1,0,0,0,0,0,0,0,0
MCM2,P33993,MCM2,0,0,0,0,0,0,0,0
PODXL2,Q9NZ53,PODXL2,0,0,0,0,0,0,0,0
ABTB1,Q969K4,ABTB1,0,0,0,0,0,0,0,0
MGLL,Q99685,MGLL,0,0,0,0,0,0,0,0
KBTBD12,Q3ZCT8,KBTBD12,0,0,0,0,0,0,0,0
SEC61A1,P61619,SEC61A1,0,0,0,0,0,0,0,0
RUVBL1,Q9Y265,RUVBL1,0,0,0,0,0,0,0,0
 ,,RUVBL1.AS1,0,0,0,0,0,0,0,0
EEFSEC,P57772,EEFSEC,0,0,0,0,0,0,0,0
GATA2,P23769,GATA2,0,0,0,0,0,0,0,0
 ,P04843,RPN1,0,99999,0,0,0,0,0,0
RAB7A,P51149,RAB7A,0,99999,0,0,0,0,0,0
 ,,RP11.723O4.9,0,0,0,0,0,0,0,0
 ,,RP11.723O4.2,0,0,0,0,0,0,0,0
ACAD9,Q9H845,ACAD9,0,0,0,0,0,0,0,0
KIAA1257,,KIAA1257,0,0,0,0,0,0,0,0
 ,Q9HA90,EFCC1,0,0,0,0,0,0,0,0
GP9,P14770,GP9,0,0,0,0,0,0,0,0
RAB43,Q86YS6,RAB43,0,0,0,0,0,0,0,0
 ,,RP11.434H6.6,0,0,0,0,0,0,0,0
ISY1,Q9ULR0,ISY1,0,0,0,0,0,0,0,0
 ,,RP11.434H6.7,0,0,0,0,0,0,0,0
CNBP,P62633,CNBP,99999,99999,99999,99999,99999,99999,99999,99999
 ,Q9Y678,COPG1,0,0,0,0,0,0,0,0
HMCES,Q96FZ2,HMCES,0,0,0,0,0,0,0,0
H1FX,,H1FX,0,99999,0,0,0,0,0,0
 ,,H1FX.AS1,0,0,0,0,0,0,0,0
EFCAB12,Q6NXP0,EFCAB12,0,0,0,0,0,0,0,0
 ,O95243,MBD4,0,0,0,0,0,0,0,0
IFT122,Q9HBG6,IFT122,0,0,0,0,0,0,0,0
 ,Q9Y4D7,PLXND1,0,0,0,0,0,0,0,0
TMCC1,O94876,TMCC1,0,0,0,0,0,0,0,0
 ,,TMCC1.AS1,0,0,0,0,0,0,0,0
TRH,P20396,TRH,0,0,0,0,0,0,0,0
 ,C9J202,ALG1L2,0,0,0,0,0,0,0,0
 ,,RP11.93K22.13,0,0,0,0,0,0,0,0
 ,,RP11.77P16.4,0,0,0,0,0,0,0,0
 ,A6NMZ7,COL6A6,0,0,0,0,0,0,0,0
PIK3R4,Q99570,PIK3R4,0,0,0,0,0,0,0,0
ATP2C1,P98194,ATP2C1,0,0,0,0,0,0,0,0
ASTE1,Q2TB18,ASTE1,0,0,0,0,0,0,0,0
NEK11,Q8NG66,NEK11,0,0,0,0,0,0,0,0
NUDT16,Q96DE0,NUDT16,0,99999,0,0,0,0,0,0
MRPL3,P09001,MRPL3,0,99999,0,0,0,0,0,0
 ,,RP11.517B11.4,0,0,0,0,0,0,0,0
ACPP,,ACPP,0,0,0,0,0,0,0,0
 ,O75165,DNAJC13,0,0,0,0,0,0,0,0
ACAD11,Q709F0,ACAD11,0,0,0,0,0,0,0,0
 ,,NPHP3.ACAD11,0,0,0,0,0,0,0,0
ACKR4,Q9NPB9,ACKR4,0,0,0,0,0,0,0,0
UBA5,Q9GZZ9,UBA5,0,0,0,0,0,0,0,0
 ,Q7Z494,NPHP3,0,0,0,0,0,0,0,0
 ,,NPHP3.AS1,0,0,0,0,0,0,0,0
TMEM108,Q6UXF1,TMEM108,0,0,0,0,0,0,0,0
BFSP2,Q13515,BFSP2,0,0,0,0,0,0,0,0
 ,,BFSP2.AS1,0,0,0,0,0,0,0,0
CDV3,Q9UKY7,CDV3,0,0,0,0,0,0,0,0
 ,Q92547,TOPBP1,0,0,0,0,0,0,0,0
SRPRB,Q9Y5M8,SRPRB,0,0,0,0,0,0,0,0
RAB6B,Q9NRW1,RAB6B,0,0,0,0,0,0,0,0
RYK,P34925,RYK,0,0,0,0,0,0,0,0
 ,Q9BS18,ANAPC13,0,0,0,0,0,0,0,0
CEP63,Q96MT8,CEP63,0,0,0,0,0,0,0,0
EPHB1,P54762,EPHB1,0,0,0,0,0,0,0,0
 ,Q06190,PPP2R3A,0,0,0,0,0,0,0,0
 ,,RP11.305O4.3,0,0,0,0,0,0,0,0
MSL2,Q9HCI7,MSL2,0,0,0,0,0,0,0,0
PCCB,P05166,PCCB,0,0,0,0,0,0,0,0
 ,Q8WVM7,STAG1,0,0,0,0,0,0,0,0
 ,,RP11.102M11.2,0,0,0,0,0,0,0,0
SLC35G2,Q8TBE7,SLC35G2,0,0,0,0,0,0,0,0
 ,,RP11.731C17.2,0,0,0,0,0,0,0,0
 ,,NCK1.AS1,0,0,0,0,0,0,0,0
 ,P16333,NCK1,0,0,0,0,0,0,0,0
IL20RB,Q6UXL0,IL20RB,0,0,0,0,0,0,0,0
DZIP1L,Q8IYY4,DZIP1L,0,0,0,0,0,0,0,0
DBR1,Q9UK59,DBR1,0,0,0,0,0,0,0,0
 ,Q8IUR7,ARMC8,0,0,0,0,0,0,0,0
 ,Q86XW9,NME9,0,0,0,0,0,0,0,0
MRAS,O14807,MRAS,0,0,0,0,0,0,0,0
 ,A0FGR9,ESYT3,0,0,0,0,0,0,0,0
CEP70,Q8NHQ1,CEP70,0,0,0,0,0,0,0,0
FAIM,Q9NVQ4,FAIM,0,0,0,0,0,0,0,0
PIK3CB,P42338,PIK3CB,0,0,0,0,0,0,0,0
MRPS22,P82650,MRPS22,0,0,0,0,0,0,0,0
 ,,RP11.219D15.3,0,0,0,0,0,0,0,0
COPB2,P35606,COPB2,0,99999,0,0,0,0,0,0
 ,,RP11.319G6.1,0,0,0,0,0,0,0,0
RBP2,P29375,RBP2,0,0,0,0,0,0,0,0
 ,,RP11.319G6.3,0,0,0,0,0,0,0,0
NMNAT3,Q96T66,NMNAT3,0,0,0,0,0,0,0,0
SLC25A36,Q96CQ1,SLC25A36,0,0,0,0,0,0,0,0
PXYLP1,Q8TE99,PXYLP1,0,0,0,0,0,0,0,0
 ,Q8NAP3,ZBTB38,0,0,0,0,0,0,0,0
 ,Q15283,RASA2,0,0,0,0,0,0,0,0
RNF7,Q9UBF6,RNF7,0,99999,0,0,0,0,0,0
GRK7,Q8WTQ7,GRK7,0,0,0,0,0,0,0,0
ATP1B3,P54709,ATP1B3,0,99999,0,0,0,0,0,0
 ,,ATP1B3.AS1,0,0,0,0,0,0,0,0
TFDP2,Q14188,TFDP2,0,0,0,0,0,0,0,0
GK5,Q6ZS86,GK5,0,0,0,0,0,0,0,0
XRN1,Q8IZH2,XRN1,0,0,0,0,0,0,0,0
 ,P20848,ATR,0,0,0,0,0,0,0,0
 ,Q14651,PLS1,0,0,0,0,0,0,0,0
 ,P48995,TRPC1,0,0,0,0,0,0,0,0
 ,,PAQR9.AS1,0,0,0,0,0,0,0,0
U2SURP,O15042,U2SURP,0,99999,0,0,0,0,0,0
 ,,RP11.91G21.1,0,0,0,0,0,0,0,0
CHST2,Q9Y4C5,CHST2,0,0,0,0,0,0,0,0
 ,Q8IVB4,SLC9A9,0,0,0,0,0,0,0,0
 ,,SLC9A9.AS2,0,0,0,0,0,0,0,0
 ,,C3orf58,0,0,0,0,0,0,0,0
PLOD2,O00469,PLOD2,0,0,0,0,0,0,0,0
PLSCR4,Q9NRQ2,PLSCR4,0,0,0,0,0,0,0,0
 ,Q9NRY7,PLSCR2,0,0,0,0,0,0,0,0
PLSCR1,O15162,PLSCR1,0,99999,0,0,0,0,0,0
CPB1,P15086,CPB1,0,0,0,0,0,0,0,0
CPA3,Q9UI42,CPA3,0,0,0,0,0,0,0,0
GYG1,P46976,GYG1,0,0,0,0,0,0,0,0
HLTF,Q14527,HLTF,0,0,0,0,0,0,0,0
 ,Q969F9,HPS3,0,0,0,0,0,0,0,0
CP,P00450,CP,0,0,0,0,0,0,0,0
TM4SF1,P30408,TM4SF1,0,0,0,0,0,0,0,0
WWTR1,Q9GZV5,WWTR1,0,0,0,0,0,0,0,0
 ,,WWTR1.AS1,0,0,0,0,0,0,0,0
COMMD2,Q86X83,COMMD2,0,0,0,0,0,0,0,0
 ,A6NFN9,ANKUB1,0,0,0,0,0,0,0,0
RNF13,O43567,RNF13,0,99999,0,0,0,0,0,0
PFN2,P35080,PFN2,0,0,0,0,0,0,0,0
 ,,RP11.651P23.5,0,0,0,0,0,0,0,0
 ,,LINC01214,0,0,0,0,0,0,0,0
TSC22D2,O75157,TSC22D2,0,99999,0,0,0,0,0,0
SERP1,Q9Y6X1,SERP1,99999,99999,99999,99999,99999,99999,99999,99999
EIF2A,P05198,EIF2A,0,99999,0,0,0,0,0,0
SELT,,SELT,0,99999,0,0,0,0,0,0
ERICH6,Q7L0X2,ERICH6,0,0,0,0,0,0,0,0
 ,,ERICH6.AS1,0,0,0,0,0,0,0,0
 ,O43255,SIAH2,0,0,0,0,0,0,0,0
 ,,SIAH2.AS1,0,0,0,0,0,0,0,0
 ,,AC016142.1,0,0,0,0,0,0,0,0
 ,,RP11.166N6.3,0,0,0,0,0,0,0,0
 ,,RP11.166N6.2,0,0,0,0,0,0,0,0
 ,,RP11.373I8.1,0,0,0,0,0,0,0,0
 ,Q86YW9,MED12L,0,0,0,0,0,0,0,0
GPR171,O14626,GPR171,0,0,0,0,0,0,0,0
P2RY14,Q15391,P2RY14,0,0,0,0,0,0,0,0
P2RY13,Q9BPV8,P2RY13,0,99999,0,0,0,0,0,0
P2RY12,Q9H244,P2RY12,0,0,0,0,0,0,0,0
IGSF10,Q6WRI0,IGSF10,0,0,0,0,0,0,0,0
SUCNR1,Q9BXA5,SUCNR1,0,0,0,0,0,0,0,0
 ,,RP11.246A10.1,0,0,0,0,0,0,0,0
MBNL1,Q9NR56,MBNL1,99999,99999,99999,0,99999,99999,99999,99999
 ,,MBNL1.AS1,0,0,0,0,0,0,0,0
 ,Q6UXP3,TMEM14EP,0,0,0,0,0,0,0,0
 ,,RP11.362A9.3,0,0,0,0,0,0,0,0
P2RY1,P47900,P2RY1,0,0,0,0,0,0,0,0
RAP2B,P61225,RAP2B,0,0,0,0,0,0,0,0
 ,Q96DR7,ARHGEF26,0,0,0,0,0,0,0,0
DHX36,Q9H2U1,DHX36,0,0,0,0,0,0,0,0
 ,P08473,MME,0,0,0,0,0,0,0,0
 ,Q4KWH8,PLCH1,0,0,0,0,0,0,0,0
C3orf33,Q6P1S2,C3orf33,0,0,0,0,0,0,0,0
SLC33A1,O00400,SLC33A1,0,0,0,0,0,0,0,0
GMPS,P49915,GMPS,0,0,0,0,0,0,0,0
KCNAB1,Q14722,KCNAB1,0,0,0,0,0,0,0,0
 ,,RP11.305K5.1,0,0,0,0,0,0,0,0
 ,Q9UNL2,SSR3,0,99999,0,0,0,0,0,0
 ,,TIPARP.AS1,0,0,0,0,0,0,0,0
TIPARP,Q7Z3E1,TIPARP,0,0,0,0,0,0,0,0
 ,,LINC00886,0,0,0,0,0,0,0,0
 ,Q6ZMV7,LEKR1,0,0,0,0,0,0,0,0
 ,,LINC00880,0,0,0,0,0,0,0,0
 ,,RP11.6F2.5,0,0,0,0,0,0,0,0
 ,,LINC00881,0,0,0,0,0,0,0,0
CCNL1,P49736,CCNL1,99999,99999,99999,99999,99999,99999,99999,99999
 ,,RP11.555M1.3,0,0,0,0,0,0,0,0
VEPH1,Q14D04,VEPH1,0,0,0,0,0,0,0,0
PTX3,O75364,PTX3,0,0,0,0,0,0,0,0
 ,O60902,SHOX2,0,0,0,0,0,0,0,0
RSRC1,Q96IZ7,RSRC1,0,0,0,0,0,0,0,0
 ,,RP11.538P18.2,0,0,0,0,0,0,0,0
MLF1,P58340,MLF1,0,0,0,0,0,0,0,0
GFM1,Q96RP9,GFM1,0,0,0,0,0,0,0,0
LXN,Q9BS40,LXN,0,0,0,0,0,0,0,0
 ,,RP11.379F4.6,0,0,0,0,0,0,0,0
RARRES1,P49788,RARRES1,0,0,0,0,0,0,0,0
 ,Q9H3U5,MFSD1,0,99999,0,0,0,0,0,0
 ,,RP11.379F4.4,0,0,0,0,0,0,0,0
 ,,RP11.379F4.9,0,0,0,0,0,0,0,0
 ,,IQCJ.SCHIP1,0,0,0,0,0,0,0,0
 ,,IQCJ.SCHIP1.AS1,0,0,0,0,0,0,0,0
SCHIP1,P0DPB3,SCHIP1,0,0,0,0,0,0,0,0
 ,,IL12A.AS1,0,0,0,0,0,0,0,0
IL12A,P29459,IL12A,0,0,0,0,0,0,0,0
 ,F5H4A9,C3orf80,0,0,0,0,0,0,0,0
IFT80,Q9P2H3,IFT80,0,0,0,0,0,0,0,0
SMC4,Q9NTJ3,SMC4,0,0,0,0,0,0,0,0
TRIM59,Q8IWR1,TRIM59,0,0,0,0,0,0,0,0
KPNA4,O00629,KPNA4,0,0,0,0,0,0,0,0
 ,,RP11.16N11.2,0,0,0,0,0,0,0,0
PPM1L,Q5SGD2,PPM1L,0,0,0,0,0,0,0,0
B3GALNT1,O75752,B3GALNT1,0,0,0,0,0,0,0,0
 ,Q96D46,NMD3,0,0,0,0,0,0,0,0
 ,Q8NFR3,SPTSSB,0,0,0,0,0,0,0,0
 ,,RP11.3P17.4,0,0,0,0,0,0,0,0
 ,,RP11.3P17.5,0,0,0,0,0,0,0,0
SERPINI2,O75830,SERPINI2,0,0,0,0,0,0,0,0
WDR49,Q8IV35,WDR49,0,0,0,0,0,0,0,0
PDCD10,Q9BUL8,PDCD10,0,0,0,0,0,0,0,0
 ,Q99574,SERPINI1,0,0,0,0,0,0,0,0
 ,,RP11.298O21.2,0,0,0,0,0,0,0,0
 ,,LINC01330,0,0,0,0,0,0,0,0
 ,O00461,GOLIM4,0,0,0,0,0,0,0,0
MECOM,Q03112,MECOM,0,0,0,0,0,0,0,0
 ,,TERC,0,0,0,0,0,0,0,0
ACTRT3,Q9BYD9,ACTRT3,0,0,0,0,0,0,0,0
 ,,RP11.816J6.3,0,0,0,0,0,0,0,0
MYNN,Q9NPC7,MYNN,0,0,0,0,0,0,0,0
 ,,RP11.362K14.5,0,0,0,0,0,0,0,0
LRRC34,Q8IZ02,LRRC34,0,0,0,0,0,0,0,0
 ,,RP11.362K14.7,0,0,0,0,0,0,0,0
 ,,RP11.362K14.6,0,0,0,0,0,0,0,0
SAMD7,Q7Z3H4,SAMD7,0,0,0,0,0,0,0,0
 ,,RP11.379K17.4,0,0,0,0,0,0,0,0
SEC62,Q99442,SEC62,0,99999,0,0,0,0,0,99999
 ,,SEC62.AS1,0,0,0,0,0,0,0,0
GPR160,Q9UJ42,GPR160,0,0,0,0,0,0,0,0
PHC3,Q8NDX5,PHC3,0,0,0,0,0,0,0,0
 ,,RP11.379K17.12,0,0,0,0,0,0,0,0
PRKCI,P41743,PRKCI,0,0,0,0,0,0,0,0
 ,,RP11.543D10.2,0,0,0,0,0,0,0,0
SKIL,P12757,SKIL,0,99999,0,0,0,0,0,0
 ,,RP11.469J4.3,0,0,0,0,0,0,0,0
 ,O75508,CLDN11,0,0,0,0,0,0,0,0
 ,Q6P5R6,RPL22L1,0,99999,0,0,99999,0,99999,99999
EIF5A2,Q9GZV4,EIF5A2,0,0,0,0,0,0,0,0
 ,Q9UKE5,TNIK,0,0,0,0,0,0,0,0
 ,,RP11.185E8.1,0,0,0,0,0,0,0,0
PLD1,Q13393,PLD1,0,0,0,0,0,0,0,0
FNDC3B,Q53EP0,FNDC3B,0,0,0,0,0,0,0,0
TNFSF10,P50591,TNFSF10,0,0,0,0,0,0,0,0
 ,,RP11.408H1.3,0,0,0,0,0,0,0,0
 ,Q6PIU2,NCEH1,0,0,0,0,0,0,0,0
 ,Q9H8V3,ECT2,0,0,0,0,0,0,0,0
NAALADL2,Q58DX5,NAALADL2,0,0,0,0,0,0,0,0
TBL1XR1,Q9BZK7,TBL1XR1,0,0,0,0,0,0,0,0
ZMAT3,Q9HA38,ZMAT3,0,0,0,0,0,0,0,0
PIK3CA,P42336,PIK3CA,0,0,0,0,0,0,0,0
KCNMB3,Q9NPA1,KCNMB3,0,0,0,0,0,0,0,0
ZNF639,Q9UID6,ZNF639,0,0,0,0,0,0,0,0
 ,,RP11.255C15.3,0,0,0,0,0,0,0,0
MFN1,Q8IWA4,MFN1,0,0,0,0,0,0,0,0
 ,Q9HAV0,GNB4,0,0,0,0,0,0,0,0
 ,,AC007620.3,0,0,0,0,0,0,0,0
 ,,RP11.145M9.5,0,0,0,0,0,0,0,0
ACTL6A,O96019,ACTL6A,0,0,0,0,0,0,0,0
 ,,RP11.15L13.4,0,0,0,0,0,0,0,0
MRPL47,Q9HD33,MRPL47,0,0,0,0,0,0,0,0
NDUFB5,O43674,NDUFB5,0,99999,0,0,0,0,0,0
 ,Q92995,USP13,0,0,0,0,0,0,0,0
 ,Q8IYB4,PEX5L,0,0,0,0,0,0,0,0
 ,,RP11.494H4.3,0,0,0,0,0,0,0,0
 ,,RP11.496B10.3,0,0,0,0,0,0,0,0
TTC14,Q96N46,TTC14,0,0,0,0,0,0,0,0
 ,Q9UFE4,CCDC39,0,0,0,0,0,0,0,0
FXR1,P51114,FXR1,0,0,0,0,0,0,0,0
DNAJC19,Q96DA6,DNAJC19,0,0,0,0,0,0,0,0
 ,P48431,SOX2,0,0,0,0,0,0,0,0
 ,,RP11.225N10.1,0,0,0,0,0,0,0,0
ATP11B,Q9Y2G3,ATP11B,0,0,0,0,0,0,0,0
 ,,RP11.531F16.4,0,0,0,0,0,0,0,0
DCUN1D1,Q96GG9,DCUN1D1,0,0,0,0,0,0,0,0
MCCC1,Q96RQ3,MCCC1,0,0,0,0,0,0,0,0
 ,,MCCC1.AS1,0,0,0,0,0,0,0,0
LAMP3,Q9UQV4,LAMP3,0,0,0,0,0,0,0,0
 ,Q86YR7,MCF2L2,0,0,0,0,0,0,0,0
B3GNT5,Q9BYG0,B3GNT5,0,0,0,0,0,0,0,0
KLHL6,Q8WZ60,KLHL6,0,0,0,0,0,0,0,0
 ,,KLHL6.AS1,0,0,0,0,0,0,0,0
 ,Q6TFL4,KLHL24,0,0,0,0,0,0,0,0
YEATS2,Q9ULM3,YEATS2,0,0,0,0,0,0,0,0
 ,,YEATS2.AS1,0,0,0,0,0,0,0,0
MAP6D1,Q9H9H5,MAP6D1,0,0,0,0,0,0,0,0
PARL,Q9H300,PARL,0,99999,0,0,0,0,0,0
ABCC5,O15440,ABCC5,0,0,0,0,0,0,0,0
 ,,RP11.778D9.13,0,0,0,0,0,0,0,0
 ,,RP11.778D9.12,0,0,0,0,0,0,0,0
EIF2B5,Q13144,EIF2B5,0,0,0,0,0,0,0,0
DVL3,Q92997,DVL3,0,0,0,0,0,0,0,0
AP2M1,Q96CW1,AP2M1,0,99999,0,0,0,0,0,0
ABCF3,Q9NUQ8,ABCF3,0,0,0,0,0,0,0,0
ALG3,Q92685,ALG3,0,0,0,0,0,0,0,0
ECE2,P0DPD6,ECE2,0,0,0,0,0,0,0,0
CAMK2N2,Q96S95,CAMK2N2,0,0,0,0,0,0,0,0
PSMD2,Q13200,PSMD2,0,99999,0,0,0,0,0,0
 ,Q04637,EIF4G1,0,99999,0,0,0,0,0,0
FAM131A,Q6UXB0,FAM131A,0,0,0,0,0,0,0,0
CLCN2,P51788,CLCN2,0,0,0,0,0,0,0,0
POLR2H,P52434,POLR2H,0,0,0,0,0,0,0,0
EPHB3,P54753,EPHB3,0,0,0,0,0,0,0,0
MAGEF1,Q9HAY2,MAGEF1,0,0,0,0,0,0,0,0
 ,,RP11.329B9.4,0,0,0,0,0,0,0,0
 ,,RP11.329B9.5,0,0,0,0,0,0,0,0
 ,,RP11.329B9.1,0,0,0,0,0,0,0,0
 ,Q8N3P4,VPS8,0,0,0,0,0,0,0,0
C3orf70,A6NLC5,C3orf70,0,0,0,0,0,0,0,0
EHHADH,Q08426,EHHADH,0,0,0,0,0,0,0,0
MAP3K13,O43283,MAP3K13,0,0,0,0,0,0,0,0
TMEM41A,Q96HV5,TMEM41A,0,0,0,0,0,0,0,0
LIPH,Q8WWY8,LIPH,0,0,0,0,0,0,0,0
SENP2,Q9HC62,SENP2,0,0,0,0,0,0,0,0
