GAL,uniprot,gene,Megakaryocyte,Dendritic cell,NK cell,Monocyte,NK T cell,T cell CD4,T cell CD8,B cell
CLPTM1,O96005,CLPTM1,0,0,0,0,0,0,0,0
RELB,Q01201,RELB,0,0,0,0,0,0,0,0
CLASRP,Q8N2M8,CLASRP,0,0,0,0,0,0,0,0
ZNF296,Q8WUU4,ZNF296,0,0,0,0,0,0,0,0
 ,,CTB.179K24.3,0,0,0,0,0,0,0,0
 ,Q9H840,GEMIN7,0,0,0,0,0,0,0,0
MARK4,Q96L34,MARK4,0,0,0,0,0,0,0,0
 ,O75864,PPP1R37,0,0,0,0,0,0,0,0
NKPD1,Q17RQ9,NKPD1,0,0,0,0,0,0,0,0
TRAPPC6A,O75865,TRAPPC6A,0,0,0,0,0,0,0,0
 ,Q6QNY0,BLOC1S3,0,0,0,0,0,0,0,0
 ,,AC005779.2,0,0,0,0,0,0,0,0
 ,,AC006126.4,0,0,0,0,0,0,0,0
CKM,P06732,CKM,0,0,0,0,0,0,0,0
KLC3,Q6P597,KLC3,0,0,0,0,0,0,0,0
ERCC2,P18074,ERCC2,0,0,0,0,0,0,0,0
PPP1R13L,Q8WUF5,PPP1R13L,0,0,0,0,0,0,0,0
CD3EAP,,CD3EAP,0,0,0,0,0,0,0,0
ERCC1,P07992,ERCC1,0,99999,0,0,0,0,0,0
FOSB,P53539,FOSB,99999,99999,99999,99999,99999,99999,99999,99999
RTN2,O75298,RTN2,0,0,0,0,0,0,0,0
PPM1N,Q8N819,PPM1N,0,0,0,0,0,0,0,0
VASP,P50552,VASP,0,99999,99999,99999,0,0,0,0
OPA3,Q9H6K4,OPA3,0,0,0,0,0,0,0,0
 ,O95834,EML2,0,0,0,0,0,0,0,0
 ,P48546,GIPR,0,0,0,0,0,0,0,0
SNRPD2,P62316,SNRPD2,99999,99999,99999,99999,99999,99999,99999,99999
QPCTL,Q9NXS2,QPCTL,0,0,0,0,0,0,0,0
 ,Q6PJ61,FBXO46,0,0,0,0,0,0,0,0
SIX5,Q8N196,SIX5,0,0,0,0,0,0,0,0
 ,,AC074212.6,0,0,0,0,0,0,0,0
DMPK,Q09013,DMPK,0,0,0,0,0,0,0,0
DMWD,Q09019,DMWD,0,0,0,0,0,0,0,0
RSPH6A,Q9H0K4,RSPH6A,0,0,0,0,0,0,0,0
SYMPK,Q92797,SYMPK,0,0,0,0,0,0,0,0
 ,,AC092301.3,0,0,0,0,0,0,0,0
FOXA3,P55318,FOXA3,0,0,0,0,0,0,0,0
IRF2BP1,Q8IU81,IRF2BP1,0,0,0,0,0,0,0,0
 ,Q86VE0,MYPOP,0,0,0,0,0,0,0,0
 ,Q9Y6R9,CCDC61,0,0,0,0,0,0,0,0
PGLYRP1,O75594,PGLYRP1,0,0,0,0,0,0,0,0
 ,,CTC.344H19.4,0,0,0,0,0,0,0,0
IGFL2,Q6UWQ7,IGFL2,0,0,0,0,0,0,0,0
PPP5C,P53041,PPP5C,0,0,0,0,0,0,0,0
 ,Q9H0W5,CCDC8,0,0,0,0,0,0,0,0
PNMAL1,,PNMAL1,0,0,0,0,0,0,0,0
 ,,PPP5D1,0,0,0,0,0,0,0,0
PNMAL2,,PNMAL2,0,0,0,0,0,0,0,0
 ,,CTB.158D10.3,0,0,0,0,0,0,0,0
 ,P0DP25,CALM3,99999,99999,0,0,0,99999,99999,0
 ,,CTB.12A17.3,0,0,0,0,0,0,0,0
PTGIR,P43119,PTGIR,0,0,0,0,0,0,0,0
GNG8,O14610,GNG8,0,0,0,0,0,0,0,0
DACT3,Q96B18,DACT3,0,0,0,0,0,0,0,0
 ,,DACT3.AS1,0,0,0,0,0,0,0,0
PRKD2,Q9BZL6,PRKD2,0,0,0,0,0,0,0,0
 ,Q9NRL3,STRN4,0,0,0,0,0,0,0,0
FKRP,Q9H9S5,FKRP,0,0,0,0,0,0,0,0
SLC1A5,Q15758,SLC1A5,0,99999,0,0,0,0,0,0
 ,,CTB.147N14.6,0,0,0,0,0,0,0,0
AP2S1,P53680,AP2S1,99999,99999,0,99999,0,0,0,0
 ,Q9NRY4,ARHGAP35,0,0,0,0,0,0,0,0
NPAS1,Q99742,NPAS1,0,0,0,0,0,0,0,0
TMEM160,Q9NX00,TMEM160,0,0,0,0,0,0,0,0
 ,Q9UPT8,ZC3H4,0,0,0,0,0,0,0,0
SAE1,Q9UBE0,SAE1,0,0,0,0,0,0,0,0
 ,Q9BXH1,BBC3,0,0,0,0,0,0,0,0
CCDC9,Q9Y3X0,CCDC9,0,0,0,0,0,0,0,0
 ,C9JVW0,INAFM1,0,0,0,0,0,0,0,0
 ,P21730,C5AR1,0,0,0,0,0,0,0,0
C5AR2,Q9P296,C5AR2,0,0,0,0,0,0,0,0
 ,Q14147,DHX34,0,0,0,0,0,0,0,0
KPTN,Q9Y664,KPTN,0,0,0,0,0,0,0,0
 ,,NAPA.AS1,0,0,0,0,0,0,0,0
NAPA,O96009,NAPA,0,99999,99999,0,0,0,0,0
 ,Q9H0D2,ZNF541,0,0,0,0,0,0,0,0
 ,,CTD.3001H11.2,0,0,0,0,0,0,0,0
GLTSCR1,,GLTSCR1,0,0,0,0,0,0,0,0
EHD2,Q9NZN3,EHD2,0,0,0,0,0,0,0,0
GLTSCR2,,GLTSCR2,99999,99999,99999,99999,99999,99999,99999,99999
 ,,SEPW1,0,99999,99999,0,0,99999,99999,0
 ,Q9NP86,CABP5,0,0,0,0,0,0,0,0
PLA2G4C,Q9UP65,PLA2G4C,0,0,0,0,0,0,0,0
LIG1,P18858,LIG1,0,0,0,0,0,0,0,0
 ,,CTC.453G23.4,0,0,0,0,0,0,0,0
C19orf68,,C19orf68,0,0,0,0,0,0,0,0
ZNF114,Q8NC26,ZNF114,0,0,0,0,0,0,0,0
CARD8,Q9Y2G2,CARD8,0,0,0,0,0,0,0,0
 ,,CTC.453G23.8,0,0,0,0,0,0,0,0
 ,,CARD8.AS1,0,0,0,0,0,0,0,0
CCDC114,,CCDC114,0,0,0,0,0,0,0,0
EMP3,P54852,EMP3,99999,99999,99999,99999,99999,99999,99999,99999
TMEM143,Q96AN5,TMEM143,0,0,0,0,0,0,0,0
SYNGR4,O95473,SYNGR4,0,0,0,0,0,0,0,0
KDELR1,P24390,KDELR1,0,99999,0,0,0,0,0,0
 ,O15399,GRIN2D,0,0,0,0,0,0,0,0
GRWD1,Q9BQ67,GRWD1,0,0,0,0,0,0,0,0
KCNJ14,Q99712,KCNJ14,0,0,0,0,0,0,0,0
 ,,CTC.273B12.5,0,0,0,0,0,0,0,0
CYTH2,Q99418,CYTH2,0,0,0,0,0,0,0,0
 ,Q96Q04,LMTK3,0,0,0,0,0,0,0,0
 ,,CTC.273B12.10,0,0,0,0,0,0,0,0
SULT2B1,O00204,SULT2B1,0,0,0,0,0,0,0,0
 ,Q2M2I3,FAM83E,0,0,0,0,0,0,0,0
RPL18,Q07020,RPL18,99999,99999,99999,99999,99999,99999,99999,99999
 ,,AC022154.7,0,0,0,0,0,0,0,0
SPHK2,Q9NRA0,SPHK2,0,0,0,0,0,0,0,0
DBP,Q10586,DBP,0,0,0,0,0,0,0,0
CA11,Q9NS71,CA11,0,0,0,0,0,0,0,0
NTN5,Q8WTR8,NTN5,0,0,0,0,0,0,0,0
 ,Q10981,FUT2,0,0,0,0,0,0,0,0
 ,Q6ZN01,MAMSTR,0,0,0,0,0,0,0,0
 ,Q5U651,RASIP1,0,0,0,0,0,0,0,0
FUT1,P19526,FUT1,0,0,0,0,0,0,0,0
 ,O15382,BCAT2,0,0,0,0,0,0,0,0
 ,Q9BPX1,HSD17B14,0,0,0,0,0,0,0,0
PLEKHA4,Q9H4M7,PLEKHA4,0,0,0,0,0,0,0,0
PPP1R15A,O75807,PPP1R15A,99999,99999,99999,99999,99999,99999,99999,99999
TULP2,O00295,TULP2,0,0,0,0,0,0,0,0
NUCB1,Q02818,NUCB1,0,99999,0,0,0,0,0,0
 ,,NUCB1.AS1,0,0,0,0,0,0,0,0
DHDH,Q9UQ10,DHDH,0,0,0,0,0,0,0,0
BAX,Q07812,BAX,0,99999,0,0,0,0,0,0
 ,,CTD.2639E6.9,0,0,0,0,0,0,0,0
FTL,P02792,FTL,99999,99999,99999,99999,99999,99999,99999,99999
GYS1,P13807,GYS1,0,0,0,0,0,0,0,0
RUVBL2,Q9Y230,RUVBL2,0,0,0,0,0,0,0,0
LHB,P01229,LHB,0,0,0,0,0,0,0,0
 ,,CTB.60B18.10,0,0,0,0,0,0,0,0
SNRNP70,P08621,SNRNP70,0,99999,0,0,0,0,0,0
LIN7B,Q9HAP6,LIN7B,0,0,0,0,0,0,0,0
C19orf73,Q9NVV2,C19orf73,0,0,0,0,0,0,0,0
PPFIA3,O75145,PPFIA3,0,0,0,0,0,0,0,0
HRC,P23327,HRC,0,0,0,0,0,0,0,0
 ,Q8TD43,TRPM4,0,0,0,0,0,0,0,0
SLC6A16,Q9GZN6,SLC6A16,0,0,0,0,0,0,0,0
 ,,CTC.301O7.4,0,0,0,0,0,0,0,0
CD37,P11049,CD37,99999,99999,99999,99999,99999,99999,99999,99999
TEAD2,Q15562,TEAD2,0,0,0,0,0,0,0,0
 ,,AC010524.4,0,0,0,0,0,0,0,0
DKKL1,Q9UK85,DKKL1,0,0,0,0,0,0,0,0
 ,,AC010524.2,0,0,0,0,0,0,0,0
CCDC155,,CCDC155,0,0,0,0,0,0,0,0
PIH1D1,Q9NWS0,PIH1D1,0,0,0,0,0,0,0,0
ALDH16A1,Q8IZ83,ALDH16A1,0,0,0,0,0,0,0,0
 ,,CTD.3148I10.9,0,0,0,0,0,0,0,0
FLT3LG,P49771,FLT3LG,0,0,0,0,0,99999,0,0
RPL13A,P40429,RPL13A,99999,99999,99999,99999,99999,99999,99999,99999
RPS11,P62280,RPS11,99999,99999,99999,99999,99999,99999,99999,99999
FCGRT,P55899,FCGRT,0,99999,0,99999,0,0,0,0
RCN3,Q96D15,RCN3,0,0,0,0,0,0,0,0
NOSIP,Q9Y314,NOSIP,0,0,0,0,99999,99999,99999,0
PRRG2,O14669,PRRG2,0,0,0,0,0,0,0,0
 ,Q9ULL5,PRR12,0,0,0,0,0,0,0,0
 ,,CTB.33G10.11,0,0,0,0,0,0,0,0
RRAS,P10301,RRAS,0,0,0,0,0,0,0,0
 ,Q9H7N4,SCAF1,0,0,0,0,0,0,0,0
IRF3,Q14653,IRF3,0,0,0,0,0,0,0,0
BCL2L12,Q9HB09,BCL2L12,0,0,0,0,0,0,0,0
 ,Q99873,PRMT1,0,0,0,0,0,0,0,0
ADM5,C9JUS6,ADM5,0,0,0,0,0,0,0,0
CPT1C,Q8TCG5,CPT1C,0,0,0,0,0,0,0,0
TSKS,Q9UJT2,TSKS,0,0,0,0,0,0,0,0
AP2A1,O95782,AP2A1,0,99999,0,0,0,0,0,0
FUZ,Q9BT04,FUZ,0,0,0,0,0,0,0,0
 ,,AC006942.4,0,0,0,0,0,0,0,0
MED25,Q71SY5,MED25,0,0,0,0,0,0,0,0
 ,,PTOV1.AS1,0,0,0,0,0,0,0,0
PTOV1,Q86YD1,PTOV1,0,0,0,0,0,0,0,0
 ,,AC018766.6,0,0,0,0,0,0,0,0
 ,,PTOV1.AS2,0,0,0,0,0,0,0,0
 ,,AC018766.4,0,0,0,0,0,0,0,0
PNKP,Q96T60,PNKP,0,0,0,0,0,0,0,0
AKT1S1,Q96B36,AKT1S1,0,0,0,0,0,0,0,0
 ,Q9HA65,TBC1D17,0,0,0,0,0,0,0,0
IL4I1,Q96RQ9,IL4I1,0,0,0,0,0,0,0,0
NUP62,P37198,NUP62,0,0,0,0,0,0,0,0
ATF5,Q9Y2D1,ATF5,0,0,0,0,0,0,0,0
SIGLEC11,Q96RL6,SIGLEC11,0,0,0,0,0,0,0,0
VRK3,Q8IV63,VRK3,0,0,0,0,0,0,0,0
ZNF473,Q8WTR7,ZNF473,0,0,0,0,0,0,0,0
 ,,CTD.2126E3.3,0,0,0,0,0,0,0,0
 ,,CTD.2126E3.4,0,0,0,0,0,0,0,0
 ,,CTB.191K22.5,0,0,0,0,0,0,0,0
KCNC3,Q14003,KCNC3,0,0,0,0,0,0,0,0
NR1H2,P55055,NR1H2,0,0,0,0,0,0,0,0
NAPSA,O96009,NAPSA,0,0,0,0,0,0,0,0
 ,,CTB.191K22.6,0,0,0,0,0,0,0,0
POLD1,P28340,POLD1,0,0,0,0,0,0,0,0
SPIB,Q01892,SPIB,0,0,0,0,0,0,0,99999
MYBPC2,Q14324,MYBPC2,0,0,0,0,0,0,0,0
FAM71E1,,FAM71E1,0,0,0,0,0,0,0,0
EMC10,Q5UCC4,EMC10,0,99999,0,0,0,0,0,0
 ,,CTD.2545M3.2,0,0,0,0,0,0,0,0
 ,,CTD.2545M3.8,0,0,0,0,0,0,0,0
 ,Q8TAC2,JOSD2,0,0,0,0,0,0,0,0
ASPDH,A6ND91,ASPDH,0,0,0,0,0,0,0,0
LRRC4B,Q9NT99,LRRC4B,0,0,0,0,0,0,0,0
SYT3,Q9BQG1,SYT3,0,0,0,0,0,0,0,0
 ,C9J6K1,C19orf81,0,0,0,0,0,0,0,0
 ,Q9Y566,SHANK1,0,0,0,0,0,0,0,0
 ,Q9Y240,CLEC11A,0,0,0,0,0,0,0,0
 ,,CTD.2568A17.1,0,0,0,0,0,0,0,0
C19orf48,Q6RUI8,C19orf48,0,0,0,0,0,0,0,0
MGC45922,,MGC45922,0,0,0,0,0,0,0,0
KLK1,P06870,KLK1,0,0,0,0,0,0,0,0
KLK10,O43240,KLK10,0,0,0,0,0,0,0,0
KLK14,Q9P0G3,KLK14,0,0,0,0,0,0,0,0
 ,Q7Z7A3,CTU1,0,0,0,0,0,0,0,0
SIGLEC9,Q9Y336,SIGLEC9,0,0,0,0,0,0,0,0
SIGLEC7,Q9Y286,SIGLEC7,0,0,0,0,0,0,0,0
 ,,CTD.3187F8.14,0,0,0,0,0,0,0,0
CD33,P20138,CD33,0,99999,0,0,0,0,0,0
SIGLECL1,Q96PQ1,SIGLECL1,0,0,0,0,0,0,0,0
 ,,CTD.3187F8.2,0,0,0,0,0,0,0,0
IGLON5,A6NGN9,IGLON5,0,0,0,0,0,0,0,0
VSIG10L,Q86VR7,VSIG10L,0,0,0,0,0,0,0,0
ETFB,P38117,ETFB,0,99999,0,0,0,0,0,0
 ,,CTD.2616J11.11,0,0,0,0,0,0,0,0
CLDND2,Q8NHS1,CLDND2,0,0,0,0,0,0,0,0
NKG7,Q16617,NKG7,0,0,99999,0,99999,0,0,0
LIM2,P55344,LIM2,0,0,0,0,0,0,0,0
C19orf84,I3L1E1,C19orf84,0,0,0,0,0,0,0,0
 ,,CTD.2616J11.14,0,0,0,0,0,0,0,0
 ,Q96LC7,SIGLEC10,0,0,0,0,0,0,0,0
 ,,CTD.2616J11.3,0,0,0,0,0,0,0,0
 ,,CTD.2616J11.2,0,0,0,0,0,0,0,0
 ,Q96PQ1,SIGLEC12,0,0,0,0,0,0,0,0
SIGLEC6,O43699,SIGLEC6,0,0,0,0,0,0,0,0
 ,,CTD.3073N11.9,0,0,0,0,0,0,0,0
 ,Q9Y473,ZNF175,0,0,0,0,0,0,0,0
 ,O15389,SIGLEC5,0,0,0,0,0,0,0,0
 ,,AC018755.18,0,0,0,0,0,0,0,0
 ,Q08ET2,SIGLEC14,0,0,0,0,0,0,0,0
 ,,SPACA6P.AS,0,0,0,0,0,0,0,0
FPR1,P21462,FPR1,0,0,0,99999,0,0,0,0
FPR2,P25090,FPR2,0,0,0,0,0,0,0,0
FPR3,P25089,FPR3,0,0,0,0,0,0,0,0
ZNF577,Q9BSK1,ZNF577,0,0,0,0,0,0,0,0
ZNF613,Q6PF04,ZNF613,0,0,0,0,0,0,0,0
 ,,ZNF649.AS1,0,0,0,0,0,0,0,0
 ,Q9BS31,ZNF649,0,0,0,0,0,0,0,0
ZNF350,Q9GZX5,ZNF350,0,0,0,0,0,0,0,0
ZNF615,Q8N8J6,ZNF615,0,0,0,0,0,0,0,0
ZNF614,Q8N883,ZNF614,0,0,0,0,0,0,0,0
ZNF432,O94892,ZNF432,0,0,0,0,0,0,0,0
 ,,CTC.471J1.11,0,0,0,0,0,0,0,0
 ,Q6ZN19,ZNF841,0,0,0,0,0,0,0,0
 ,Q08AN1,ZNF616,0,0,0,0,0,0,0,0
 ,Q6ZNA1,ZNF836,0,0,0,0,0,0,0,0
PPP2R1A,P30153,PPP2R1A,0,99999,0,0,0,0,0,0
 ,,CTD.2525I3.3,0,0,0,0,0,0,0,0
ZNF766,Q5HY98,ZNF766,0,0,0,0,0,0,0,0
ZNF480,Q8WV37,ZNF480,0,0,0,0,0,0,0,0
 ,,CTD.2525I3.6,0,0,0,0,0,0,0,0
ZNF610,Q8N9Z0,ZNF610,0,0,0,0,0,0,0,0
ZNF880,Q6PDB4,ZNF880,0,0,0,0,0,0,0,0
ZNF528,Q3MIS6,ZNF528,0,0,0,0,0,0,0,0
 ,Q96N58,ZNF578,0,0,0,0,0,0,0,0
 ,,CTD.3099C6.5,0,0,0,0,0,0,0,0
ZNF808,Q8N4W9,ZNF808,0,0,0,0,0,0,0,0
ZNF701,Q9NV72,ZNF701,0,0,0,0,0,0,0,0
 ,,CTD.3099C6.7,0,0,0,0,0,0,0,0
ZNF83,P51522,ZNF83,0,0,0,0,0,0,0,0
 ,Q8N823,ZNF611,0,0,0,0,0,0,0,0
 ,Q6ZNG1,ZNF600,0,0,0,0,0,0,0,0
ZNF28,P17035,ZNF28,0,0,0,0,0,0,0,0
ZNF468,Q5VIY5,ZNF468,0,0,0,0,0,0,0,0
ZNF320,A2RRD8,ZNF320,0,0,0,0,0,0,0,0
 ,P0CJ79,ZNF888,0,0,0,0,0,0,0,0
 ,,CTD.2331H12.7,0,0,0,0,0,0,0,0
 ,,ZNF816.ZNF321P,0,0,0,0,0,0,0,0
 ,Q0VGE8,ZNF816,0,0,0,0,0,0,0,0
ZNF160,Q9HCG1,ZNF160,0,0,0,0,0,0,0,0
ZNF415,Q09FC8,ZNF415,0,0,0,0,0,0,0,0
 ,Q96SE7,ZNF347,0,0,0,0,0,0,0,0
 ,Q9H7R5,ZNF665,0,0,0,0,0,0,0,0
 ,,CTD.2245F17.3,0,0,0,0,0,0,0,0
ZNF677,Q86XU0,ZNF677,0,0,0,0,0,0,0,0
 ,,CTD.2245F17.9,0,0,0,0,0,0,0,0
 ,Q8N782,ZNF525,0,0,0,0,0,0,0,0
 ,Q96IR2,ZNF845,0,0,0,0,0,0,0,0
ZNF765,Q7L2R6,ZNF765,0,0,0,0,0,0,0,0
ZNF761,Q86XN6,ZNF761,0,0,0,0,0,0,0,0
 ,Q6ZN06,ZNF813,0,0,0,0,0,0,0,0
ZNF331,Q9NQX6,ZNF331,0,0,0,0,0,0,0,0
 ,,CTD.3022G6.1,0,0,0,0,0,0,0,0
NLRP12,P59046,NLRP12,0,0,0,0,0,0,0,0
 ,,AC008753.6,0,0,0,0,0,0,0,0
 ,,AC008440.10,0,0,0,0,0,0,0,0
 ,Q96S97,MYADM,0,99999,0,0,0,0,0,0
 ,,AC008440.5,0,0,0,0,0,0,0,0
PRKCG,P05129,PRKCG,0,0,0,0,0,0,0,0
 ,Q8WXS5,CACNG8,0,0,0,0,0,0,0,0
CACNG6,Q8WXS5,CACNG6,0,0,0,0,0,0,0,0
VSTM1,Q6UX27,VSTM1,0,0,0,0,0,0,0,0
 ,B6A8C7,TARM1,0,0,0,0,0,0,0,0
OSCAR,Q8IYS5,OSCAR,0,0,0,0,0,0,0,0
NDUFA3,O95167,NDUFA3,0,99999,0,0,0,0,0,0
TFPT,P0C1Z6,TFPT,0,0,0,0,0,0,0,0
PRPF31,Q8WWY3,PRPF31,0,0,0,0,0,0,0,0
 ,,AC012314.8,0,0,0,0,0,0,0,0
CNOT3,O75175,CNOT3,0,0,0,0,0,0,0,0
LENG1,Q96BZ8,LENG1,0,0,0,0,0,0,0,0
TMC4,Q7Z404,TMC4,0,0,0,0,0,0,0,0
MBOAT7,Q96N66,MBOAT7,0,99999,0,0,0,0,0,0
TSEN34,Q9BSV6,TSEN34,0,0,0,0,0,0,0,0
RPS9,P46781,RPS9,99999,99999,99999,99999,99999,99999,99999,99999
 ,O75022,LILRB3,0,99999,0,0,0,0,0,0
 ,,CTB.83J4.1,0,0,0,0,0,0,0,0
LILRA6,Q6PI73,LILRA6,0,0,0,0,0,0,0,0
LILRB2,Q8N423,LILRB2,0,0,0,99999,0,0,0,0
 ,O75023,LILRB5,0,0,0,0,0,0,0,0
LILRA5,A6NI73,LILRA5,0,0,0,0,0,0,0,0
LILRA4,P59901,LILRA4,0,0,0,0,0,0,0,0
LAIR1,Q6GTX8,LAIR1,0,0,0,0,0,0,0,0
TTYH1,Q9H313,TTYH1,0,0,0,0,0,0,0,0
 ,,CTD.2587H19.3,0,0,0,0,0,0,0,0
 ,,AC008746.12,0,0,0,0,0,0,0,0
 ,,LENG8.AS1,0,0,0,0,0,0,0,0
LENG8,Q96PV6,LENG8,0,0,0,0,0,0,0,0
 ,Q96B70,LENG9,0,0,0,0,0,0,0,0
LAIR2,Q6ISS4,LAIR2,0,0,0,0,0,0,0,0
 ,Q9H7L2,KIR3DX1,0,0,0,0,0,0,0,0
LILRA2,Q8N149,LILRA2,0,99999,0,0,0,0,0,0
 ,O75019,LILRA1,0,99999,0,0,0,0,0,0
LILRB1,Q8NHL6,LILRB1,0,0,0,0,0,0,0,0
 ,,AC009892.10,0,0,0,0,0,0,0,0
LILRB4,Q8NHJ6,LILRB4,0,99999,0,0,0,0,0,0
 ,Q8N743,KIR3DL3,0,0,0,0,0,0,0,0
KIR2DL3,P43628,KIR2DL3,0,0,0,0,0,0,0,0
 ,P43626,KIR2DL1,0,0,0,0,0,0,0,0
KIR2DL4,Q99706,KIR2DL4,0,0,0,0,0,0,0,0
KIR3DL1,P43629,KIR3DL1,0,0,0,0,0,0,0,0
 ,P43630,KIR3DL2,0,0,0,0,0,0,0,0
FCAR,P24071,FCAR,0,0,0,0,0,0,0,0
 ,,CTB.61M7.2,0,0,0,0,0,0,0,0
NCR1,O76036,NCR1,0,0,0,0,0,0,0,0
 ,Q8WX94,NLRP7,0,0,0,0,0,0,0,0
NLRP2,Q9NX02,NLRP2,0,0,0,0,0,0,0,0
 ,,CTC.550B14.7,0,0,0,0,0,0,0,0
 ,Q9HCN6,GP6,0,0,0,0,0,0,0,0
RDH13,Q8NBN7,RDH13,0,0,0,0,0,0,0,0
EPS8L1,Q8TE68,EPS8L1,0,0,0,0,0,0,0,0
PPP1R12C,Q9BZL4,PPP1R12C,0,0,0,0,0,0,0,0
 ,P13805,TNNT1,0,0,0,0,0,0,0,0
DNAAF3,Q8N9W5,DNAAF3,0,0,0,0,0,0,0,0
SYT5,O00445,SYT5,0,0,0,0,0,0,0,0
 ,Q9HD43,PTPRH,0,0,0,0,0,0,0,0
 ,,CTD.2587H24.10,0,0,0,0,0,0,0,0
TMEM86B,Q8N661,TMEM86B,0,0,0,0,0,0,0,0
 ,Q9UPN7,PPP6R1,0,0,0,0,0,0,0,0
HSPBP1,Q9NZL4,HSPBP1,0,0,0,0,0,0,0,0
 ,Q8TDC3,BRSK1,0,0,0,0,0,0,0,0
 ,,CTD.2105E13.14,0,0,0,0,0,0,0,0
 ,A6NC51,TMEM150B,0,0,0,0,0,0,0,0
 ,,CTD.2105E13.16,0,0,0,0,0,0,0,0
 ,Q86Y97,KMT5C,0,0,0,0,0,0,0,0
COX6B2,Q6YFQ2,COX6B2,0,0,0,0,0,0,0,0
 ,,CTD.2105E13.6,0,0,0,0,0,0,0,0
IL11,P20809,IL11,0,0,0,0,0,0,0,0
 ,C9JI98,TMEM238,0,0,0,0,0,0,0,0
RPL28,P46779,RPL28,99999,99999,99999,99999,99999,99999,99999,99999
UBE2S,Q16763,UBE2S,0,0,0,0,0,0,0,0
ISOC2,Q96AB3,ISOC2,0,0,0,0,0,0,0,0
 ,,CTD.2537I9.16,0,0,0,0,0,0,0,0
 ,Q5EBL2,ZNF628,0,0,0,0,0,0,0,0
NAT14,Q8WUY8,NAT14,0,0,0,0,0,0,0,0
 ,A1L4H1,SSC5D,0,0,0,0,0,0,0,0
 ,Q8NAF0,ZNF579,0,0,0,0,0,0,0,0
 ,Q96SL8,FIZ1,0,0,0,0,0,0,0,0
ZNF524,Q96C55,ZNF524,0,0,0,0,0,0,0,0
 ,P0CJ78,ZNF865,0,0,0,0,0,0,0,0
ZNF784,Q8NCA9,ZNF784,0,0,0,0,0,0,0,0
ZNF580,Q9UK33,ZNF580,0,0,0,0,0,0,0,0
ZNF581,Q9P0T4,ZNF581,0,0,0,0,0,0,0,0
CCDC106,Q9BWC9,CCDC106,0,0,0,0,0,0,0,0
U2AF2,P26368,U2AF2,0,99999,0,0,0,0,0,0
 ,,CTD.2537I9.12,0,0,0,0,0,0,0,0
EPN1,Q9Y6I3,EPN1,0,99999,0,0,0,0,0,0
 ,Q7RTR0,NLRP9,0,0,0,0,0,0,0,0
 ,A6NLU0,RFPL4A,0,0,0,0,0,0,0,0
 ,F8VTS6,RFPL4AL1,0,0,0,0,0,0,0,0
NLRP11,P59045,NLRP11,0,0,0,0,0,0,0,0
 ,Q96MN2,NLRP4,0,0,0,0,0,0,0,0
 ,,CTD.2621I17.6,0,0,0,0,0,0,0,0
 ,Q6DD87,ZNF787,0,0,0,0,0,0,0,0
ZNF444,Q8N0Y2,ZNF444,0,0,0,0,0,0,0,0
ZSCAN5A,Q9BUG6,ZSCAN5A,0,0,0,0,0,0,0,0
 ,,AC006116.17,0,0,0,0,0,0,0,0
 ,,AC006116.21,0,0,0,0,0,0,0,0
ZNF582,Q96NG8,ZNF582,0,0,0,0,0,0,0,0
 ,,ZNF582.AS1,0,0,0,0,0,0,0,0
ZNF583,Q96ND8,ZNF583,0,0,0,0,0,0,0,0
ZNF667,Q5HYK9,ZNF667,0,0,0,0,0,0,0,0
 ,,ZNF667.AS1,0,0,0,0,0,0,0,0
ZNF471,Q9BX82,ZNF471,0,0,0,0,0,0,0,0
 ,,AC005498.3,0,0,0,0,0,0,0,0
ZFP28,Q8NHY6,ZFP28,0,0,0,0,0,0,0,0
 ,,AC007228.11,0,0,0,0,0,0,0,0
 ,Q6ECI4,ZNF470,0,0,0,0,0,0,0,0
 ,Q9NQZ8,ZNF71,0,0,0,0,0,0,0,0
 ,P0DL12,SMIM17,0,0,0,0,0,0,0,0
 ,Q9Y2P0,ZNF835,0,0,0,0,0,0,0,0
 ,,AC007228.5,0,0,0,0,0,0,0,0
 ,,AC007228.9,0,0,0,0,0,0,0,0
ZIM2,Q9NZV7,ZIM2,0,0,0,0,0,0,0,0
 ,Q9GZU2,PEG3,0,0,0,0,0,0,0,0
ZNF264,O43296,ZNF264,0,0,0,0,0,0,0,0
AURKC,Q9UQB9,AURKC,0,0,0,0,0,0,0,0
 ,Q5CZA5,ZNF805,0,0,0,0,0,0,0,0
 ,,CTC.444N24.8,0,0,0,0,0,0,0,0
 ,,CTC.444N24.6,0,0,0,0,0,0,0,0
ZNF460,Q14592,ZNF460,0,0,0,0,0,0,0,0
 ,,CTC.444N24.11,0,0,0,0,0,0,0,0
ZNF543,Q08ER8,ZNF543,0,0,0,0,0,0,0,0
 ,,CTC.444N24.13,0,0,0,0,0,0,0,0
ZNF304,Q9HCX3,ZNF304,0,0,0,0,0,0,0,0
ZNF547,Q8IVP9,ZNF547,0,0,0,0,0,0,0,0
 ,,TRAPPC2P1,0,0,0,0,0,0,0,0
ZNF548,Q8NEK5,ZNF548,0,0,0,0,0,0,0,0
 ,,AC003002.6,0,0,0,0,0,0,0,0
ZNF17,P17021,ZNF17,0,0,0,0,0,0,0,0
 ,O43361,ZNF749,0,0,0,0,0,0,0,0
